,Hero_Name,Prob_Hero_Won,Prob_Hero_Lose,mean_Nturns,Enemy_HP,Enemy_MP,Enemy_AP,Enemy_Action_Set,Enemy_Name
23,Warrior,0.8,0.2,47.6,880.0,200.0,10.0,"[{'name': 'Punch', 'type': 'physical', 'dmg': 5, 'succ': 0.9, 'mp_cost': 0}, {'name': 'Kick', 'type': 'physical', 'dmg': 10, 'succ': 0.7, 'mp_cost': 0}, {'name': 'Chuck Norris roundhouse kick', 'type': 'physical', 'dmg': 20, 'succ': 0.01, 'mp_cost': 0}, {'name': 'Heal yourself', 'type': 'heal', 'dmg': 0, 'succ': 1, 'mp_cost': 0}]",Ninja
24,Warrior,1.0,0.0,45.2,1040.0,10.0,10.0,"[{'name': 'Punch', 'type': 'physical', 'dmg': 5, 'succ': 0.9, 'mp_cost': 0}, {'name': 'Kick', 'type': 'physical', 'dmg': 10, 'succ': 0.7, 'mp_cost': 0}, {'name': 'Chuck Norris roundhouse kick', 'type': 'physical', 'dmg': 20, 'succ': 0.01, 'mp_cost': 0}, {'name': 'Heal yourself', 'type': 'heal', 'dmg': 0, 'succ': 1, 'mp_cost': 0}]",Ninja
25,Warrior,1.0,0.0,41.6,1040.0,48.0,10.0,"[{'name': 'Punch', 'type': 'physical', 'dmg': 5, 'succ': 0.9, 'mp_cost': 0}, {'name': 'Kick', 'type': 'physical', 'dmg': 10, 'succ': 0.7, 'mp_cost': 0}, {'name': 'Chuck Norris roundhouse kick', 'type': 'physical', 'dmg': 20, 'succ': 0.01, 'mp_cost': 0}, {'name': 'Heal yourself', 'type': 'heal', 'dmg': 0, 'succ': 1, 'mp_cost': 0}]",Ninja
26,Warrior,0.9,0.1,47.0,1040.0,86.0,10.0,"[{'name': 'Punch', 'type': 'physical', 'dmg': 5, 'succ': 0.9, 'mp_cost': 0}, {'name': 'Kick', 'type': 'physical', 'dmg': 10, 'succ': 0.7, 'mp_cost': 0}, {'name': 'Chuck Norris roundhouse kick', 'type': 'physical', 'dmg': 20, 'succ': 0.01, 'mp_cost': 0}, {'name': 'Heal yourself', 'type': 'heal', 'dmg': 0, 'succ': 1, 'mp_cost': 0}]",Ninja
27,Warrior,0.8,0.2,48.0,1040.0,124.0,10.0,"[{'name': 'Punch', 'type': 'physical', 'dmg': 5, 'succ': 0.9, 'mp_cost': 0}, {'name': 'Kick', 'type': 'physical', 'dmg': 10, 'succ': 0.7, 'mp_cost': 0}, {'name': 'Chuck Norris roundhouse kick', 'type': 'physical', 'dmg': 20, 'succ': 0.01, 'mp_cost': 0}, {'name': 'Heal yourself', 'type': 'heal', 'dmg': 0, 'succ': 1, 'mp_cost': 0}]",Ninja
28,Warrior,0.9,0.1,45.0,1040.0,162.0,10.0,"[{'name': 'Punch', 'type': 'physical', 'dmg': 5, 'succ': 0.9, 'mp_cost': 0}, {'name': 'Kick', 'type': 'physical', 'dmg': 10, 'succ': 0.7, 'mp_cost': 0}, {'name': 'Chuck Norris roundhouse kick', 'type': 'physical', 'dmg': 20, 'succ': 0.01, 'mp_cost': 0}, {'name': 'Heal yourself', 'type': 'heal', 'dmg': 0, 'succ': 1, 'mp_cost': 0}]",Ninja
29,Warrior,0.9,0.1,44.0,1040.0,200.0,10.0,"[{'name': 'Punch', 'type': 'physical', 'dmg': 5, 'succ': 0.9, 'mp_cost': 0}, {'name': 'Kick', 'type': 'physical', 'dmg': 10, 'succ': 0.7, 'mp_cost': 0}, {'name': 'Chuck Norris roundhouse kick', 'type': 'physical', 'dmg': 20, 'succ': 0.01, 'mp_cost': 0}, {'name': 'Heal yourself', 'type': 'heal', 'dmg': 0, 'succ': 1, 'mp_cost': 0}]",Ninja
30,Warrior,0.9,0.1,51.8,1200.0,10.0,10.0,"[{'name': 'Punch', 'type': 'physical', 'dmg': 5, 'succ': 0.9, 'mp_cost': 0}, {'name': 'Kick', 'type': 'physical', 'dmg': 10, 'succ': 0.7, 'mp_cost': 0}, {'name': 'Chuck Norris roundhouse kick', 'type': 'physical', 'dmg': 20, 'succ': 0.01, 'mp_cost': 0}, {'name': 'Heal yourself', 'type': 'heal', 'dmg': 0, 'succ': 1, 'mp_cost': 0}]",Ninja
31,Warrior,0.8,0.2,54.0,1200.0,48.0,10.0,"[{'name': 'Punch', 'type': 'physical', 'dmg': 5, 'succ': 0.9, 'mp_cost': 0}, {'name': 'Kick', 'type': 'physical', 'dmg': 10, 'succ': 0.7, 'mp_cost': 0}, {'name': 'Chuck Norris roundhouse kick', 'type': 'physical', 'dmg': 20, 'succ': 0.01, 'mp_cost': 0}, {'name': 'Heal yourself', 'type': 'heal', 'dmg': 0, 'succ': 1, 'mp_cost': 0}]",Ninja
32,Warrior,0.7,0.3,54.0,1200.0,86.0,10.0,"[{'name': 'Punch', 'type': 'physical', 'dmg': 5, 'succ': 0.9, 'mp_cost': 0}, {'name': 'Kick', 'type': 'physical', 'dmg': 10, 'succ': 0.7, 'mp_cost': 0}, {'name': 'Chuck Norris roundhouse kick', 'type': 'physical', 'dmg': 20, 'succ': 0.01, 'mp_cost': 0}, {'name': 'Heal yourself', 'type': 'heal', 'dmg': 0, 'succ': 1, 'mp_cost': 0}]",Ninja
33,Warrior,1.0,0.0,45.0,1200.0,124.0,10.0,"[{'name': 'Punch', 'type': 'physical', 'dmg': 5, 'succ': 0.9, 'mp_cost': 0}, {'name': 'Kick', 'type': 'physical', 'dmg': 10, 'succ': 0.7, 'mp_cost': 0}, {'name': 'Chuck Norris roundhouse kick', 'type': 'physical', 'dmg': 20, 'succ': 0.01, 'mp_cost': 0}, {'name': 'Heal yourself', 'type': 'heal', 'dmg': 0, 'succ': 1, 'mp_cost': 0}]",Ninja
34,Warrior,1.0,0.0,50.4,1200.0,162.0,10.0,"[{'name': 'Punch', 'type': 'physical', 'dmg': 5, 'succ': 0.9, 'mp_cost': 0}, {'name': 'Kick', 'type': 'physical', 'dmg': 10, 'succ': 0.7, 'mp_cost': 0}, {'name': 'Chuck Norris roundhouse kick', 'type': 'physical', 'dmg': 20, 'succ': 0.01, 'mp_cost': 0}, {'name': 'Heal yourself', 'type': 'heal', 'dmg': 0, 'succ': 1, 'mp_cost': 0}]",Ninja
35,Warrior,0.8,0.2,55.4,1200.0,200.0,10.0,"[{'name': 'Punch', 'type': 'physical', 'dmg': 5, 'succ': 0.9, 'mp_cost': 0}, {'name': 'Kick', 'type': 'physical', 'dmg': 10, 'succ': 0.7, 'mp_cost': 0}, {'name': 'Chuck Norris roundhouse kick', 'type': 'physical', 'dmg': 20, 'succ': 0.01, 'mp_cost': 0}, {'name': 'Heal yourself', 'type': 'heal', 'dmg': 0, 'succ': 1, 'mp_cost': 0}]",Ninja
36,Warrior,1.0,0.0,17.4,400.0,10.0,14.0,"[{'name': 'Punch', 'type': 'physical', 'dmg': 5, 'succ': 0.9, 'mp_cost': 0}, {'name': 'Kick', 'type': 'physical', 'dmg': 10, 'succ': 0.7, 'mp_cost': 0}, {'name': 'Chuck Norris roundhouse kick', 'type': 'physical', 'dmg': 20, 'succ': 0.01, 'mp_cost': 0}, {'name': 'Heal yourself', 'type': 'heal', 'dmg': 0, 'succ': 1, 'mp_cost': 0}]",Ninja
37,Warrior,1.0,0.0,19.4,400.0,48.0,14.0,"[{'name': 'Punch', 'type': 'physical', 'dmg': 5, 'succ': 0.9, 'mp_cost': 0}, {'name': 'Kick', 'type': 'physical', 'dmg': 10, 'succ': 0.7, 'mp_cost': 0}, {'name': 'Chuck Norris roundhouse kick', 'type': 'physical', 'dmg': 20, 'succ': 0.01, 'mp_cost': 0}, {'name': 'Heal yourself', 'type': 'heal', 'dmg': 0, 'succ': 1, 'mp_cost': 0}]",Ninja
38,Warrior,1.0,0.0,15.0,400.0,86.0,14.0,"[{'name': 'Punch', 'type': 'physical', 'dmg': 5, 'succ': 0.9, 'mp_cost': 0}, {'name': 'Kick', 'type': 'physical', 'dmg': 10, 'succ': 0.7, 'mp_cost': 0}, {'name': 'Chuck Norris roundhouse kick', 'type': 'physical', 'dmg': 20, 'succ': 0.01, 'mp_cost': 0}, {'name': 'Heal yourself', 'type': 'heal', 'dmg': 0, 'succ': 1, 'mp_cost': 0}]",Ninja
39,Warrior,1.0,0.0,19.2,400.0,124.0,14.0,"[{'name': 'Punch', 'type': 'physical', 'dmg': 5, 'succ': 0.9, 'mp_cost': 0}, {'name': 'Kick', 'type': 'physical', 'dmg': 10, 'succ': 0.7, 'mp_cost': 0}, {'name': 'Chuck Norris roundhouse kick', 'type': 'physical', 'dmg': 20, 'succ': 0.01, 'mp_cost': 0}, {'name': 'Heal yourself', 'type': 'heal', 'dmg': 0, 'succ': 1, 'mp_cost': 0}]",Ninja
40,Warrior,1.0,0.0,20.6,400.0,162.0,14.0,"[{'name': 'Punch', 'type': 'physical', 'dmg': 5, 'succ': 0.9, 'mp_cost': 0}, {'name': 'Kick', 'type': 'physical', 'dmg': 10, 'succ': 0.7, 'mp_cost': 0}, {'name': 'Chuck Norris roundhouse kick', 'type': 'physical', 'dmg': 20, 'succ': 0.01, 'mp_cost': 0}, {'name': 'Heal yourself', 'type': 'heal', 'dmg': 0, 'succ': 1, 'mp_cost': 0}]",Ninja
41,Warrior,1.0,0.0,23.2,400.0,200.0,14.0,"[{'name': 'Punch', 'type': 'physical', 'dmg': 5, 'succ': 0.9, 'mp_cost': 0}, {'name': 'Kick', 'type': 'physical', 'dmg': 10, 'succ': 0.7, 'mp_cost': 0}, {'name': 'Chuck Norris roundhouse kick', 'type': 'physical', 'dmg': 20, 'succ': 0.01, 'mp_cost': 0}, {'name': 'Heal yourself', 'type': 'heal', 'dmg': 0, 'succ': 1, 'mp_cost': 0}]",Ninja
42,Warrior,1.0,0.0,24.8,560.0,10.0,14.0,"[{'name': 'Punch', 'type': 'physical', 'dmg': 5, 'succ': 0.9, 'mp_cost': 0}, {'name': 'Kick', 'type': 'physical', 'dmg': 10, 'succ': 0.7, 'mp_cost': 0}, {'name': 'Chuck Norris roundhouse kick', 'type': 'physical', 'dmg': 20, 'succ': 0.01, 'mp_cost': 0}, {'name': 'Heal yourself', 'type': 'heal', 'dmg': 0, 'succ': 1, 'mp_cost': 0}]",Ninja
43,Warrior,1.0,0.0,25.4,560.0,48.0,14.0,"[{'name': 'Punch', 'type': 'physical', 'dmg': 5, 'succ': 0.9, 'mp_cost': 0}, {'name': 'Kick', 'type': 'physical', 'dmg': 10, 'succ': 0.7, 'mp_cost': 0}, {'name': 'Chuck Norris roundhouse kick', 'type': 'physical', 'dmg': 20, 'succ': 0.01, 'mp_cost': 0}, {'name': 'Heal yourself', 'type': 'heal', 'dmg': 0, 'succ': 1, 'mp_cost': 0}]",Ninja
44,Warrior,1.0,0.0,26.0,560.0,86.0,14.0,"[{'name': 'Punch', 'type': 'physical', 'dmg': 5, 'succ': 0.9, 'mp_cost': 0}, {'name': 'Kick', 'type': 'physical', 'dmg': 10, 'succ': 0.7, 'mp_cost': 0}, {'name': 'Chuck Norris roundhouse kick', 'type': 'physical', 'dmg': 20, 'succ': 0.01, 'mp_cost': 0}, {'name': 'Heal yourself', 'type': 'heal', 'dmg': 0, 'succ': 1, 'mp_cost': 0}]",Ninja
45,Warrior,0.8,0.2,25.8,560.0,124.0,14.0,"[{'name': 'Punch', 'type': 'physical', 'dmg': 5, 'succ': 0.9, 'mp_cost': 0}, {'name': 'Kick', 'type': 'physical', 'dmg': 10, 'succ': 0.7, 'mp_cost': 0}, {'name': 'Chuck Norris roundhouse kick', 'type': 'physical', 'dmg': 20, 'succ': 0.01, 'mp_cost': 0}, {'name': 'Heal yourself', 'type': 'heal', 'dmg': 0, 'succ': 1, 'mp_cost': 0}]",Ninja
46,Warrior,0.8,0.2,25.0,560.0,162.0,14.0,"[{'name': 'Punch', 'type': 'physical', 'dmg': 5, 'succ': 0.9, 'mp_cost': 0}, {'name': 'Kick', 'type': 'physical', 'dmg': 10, 'succ': 0.7, 'mp_cost': 0}, {'name': 'Chuck Norris roundhouse kick', 'type': 'physical', 'dmg': 20, 'succ': 0.01, 'mp_cost': 0}, {'name': 'Heal yourself', 'type': 'heal', 'dmg': 0, 'succ': 1, 'mp_cost': 0}]",Ninja
47,Warrior,0.9,0.1,25.4,560.0,200.0,14.0,"[{'name': 'Punch', 'type': 'physical', 'dmg': 5, 'succ': 0.9, 'mp_cost': 0}, {'name': 'Kick', 'type': 'physical', 'dmg': 10, 'succ': 0.7, 'mp_cost': 0}, {'name': 'Chuck Norris roundhouse kick', 'type': 'physical', 'dmg': 20, 'succ': 0.01, 'mp_cost': 0}, {'name': 'Heal yourself', 'type': 'heal', 'dmg': 0, 'succ': 1, 'mp_cost': 0}]",Ninja
48,Warrior,0.9,0.1,29.6,720.0,10.0,14.0,"[{'name': 'Punch', 'type': 'physical', 'dmg': 5, 'succ': 0.9, 'mp_cost': 0}, {'name': 'Kick', 'type': 'physical', 'dmg': 10, 'succ': 0.7, 'mp_cost': 0}, {'name': 'Chuck Norris roundhouse kick', 'type': 'physical', 'dmg': 20, 'succ': 0.01, 'mp_cost': 0}, {'name': 'Heal yourself', 'type': 'heal', 'dmg': 0, 'succ': 1, 'mp_cost': 0}]",Ninja
49,Warrior,0.9,0.1,32.8,720.0,48.0,14.0,"[{'name': 'Punch', 'type': 'physical', 'dmg': 5, 'succ': 0.9, 'mp_cost': 0}, {'name': 'Kick', 'type': 'physical', 'dmg': 10, 'succ': 0.7, 'mp_cost': 0}, {'name': 'Chuck Norris roundhouse kick', 'type': 'physical', 'dmg': 20, 'succ': 0.01, 'mp_cost': 0}, {'name': 'Heal yourself', 'type': 'heal', 'dmg': 0, 'succ': 1, 'mp_cost': 0}]",Ninja
50,Warrior,0.9,0.1,30.2,720.0,86.0,14.0,"[{'name': 'Punch', 'type': 'physical', 'dmg': 5, 'succ': 0.9, 'mp_cost': 0}, {'name': 'Kick', 'type': 'physical', 'dmg': 10, 'succ': 0.7, 'mp_cost': 0}, {'name': 'Chuck Norris roundhouse kick', 'type': 'physical', 'dmg': 20, 'succ': 0.01, 'mp_cost': 0}, {'name': 'Heal yourself', 'type': 'heal', 'dmg': 0, 'succ': 1, 'mp_cost': 0}]",Ninja
51,Warrior,0.9,0.1,29.0,720.0,124.0,14.0,"[{'name': 'Punch', 'type': 'physical', 'dmg': 5, 'succ': 0.9, 'mp_cost': 0}, {'name': 'Kick', 'type': 'physical', 'dmg': 10, 'succ': 0.7, 'mp_cost': 0}, {'name': 'Chuck Norris roundhouse kick', 'type': 'physical', 'dmg': 20, 'succ': 0.01, 'mp_cost': 0}, {'name': 'Heal yourself', 'type': 'heal', 'dmg': 0, 'succ': 1, 'mp_cost': 0}]",Ninja
52,Warrior,0.9,0.1,28.8,720.0,162.0,14.0,"[{'name': 'Punch', 'type': 'physical', 'dmg': 5, 'succ': 0.9, 'mp_cost': 0}, {'name': 'Kick', 'type': 'physical', 'dmg': 10, 'succ': 0.7, 'mp_cost': 0}, {'name': 'Chuck Norris roundhouse kick', 'type': 'physical', 'dmg': 20, 'succ': 0.01, 'mp_cost': 0}, {'name': 'Heal yourself', 'type': 'heal', 'dmg': 0, 'succ': 1, 'mp_cost': 0}]",Ninja
53,Warrior,0.7,0.3,34.2,720.0,200.0,14.0,"[{'name': 'Punch', 'type': 'physical', 'dmg': 5, 'succ': 0.9, 'mp_cost': 0}, {'name': 'Kick', 'type': 'physical', 'dmg': 10, 'succ': 0.7, 'mp_cost': 0}, {'name': 'Chuck Norris roundhouse kick', 'type': 'physical', 'dmg': 20, 'succ': 0.01, 'mp_cost': 0}, {'name': 'Heal yourself', 'type': 'heal', 'dmg': 0, 'succ': 1, 'mp_cost': 0}]",Ninja
54,Warrior,0.8,0.2,32.6,880.0,10.0,14.0,"[{'name': 'Punch', 'type': 'physical', 'dmg': 5, 'succ': 0.9, 'mp_cost': 0}, {'name': 'Kick', 'type': 'physical', 'dmg': 10, 'succ': 0.7, 'mp_cost': 0}, {'name': 'Chuck Norris roundhouse kick', 'type': 'physical', 'dmg': 20, 'succ': 0.01, 'mp_cost': 0}, {'name': 'Heal yourself', 'type': 'heal', 'dmg': 0, 'succ': 1, 'mp_cost': 0}]",Ninja
